,DateOfBirth,DateOfDeath,FirstName,GenderAsString,ID,Language,LastName,MaritalStatus,MaritalStatusText,MilitaryRank,MilitaryRankText,Modified,NativeLanguage,NumberOfChildren,OfficialName,PersonIdCode,PersonNumber,PlaceOfBirthCanton,PlaceOfBirthCity,Title,TitleText
497,1933-09-23T00:00:00,1990-12-04T00:00:00,Bernard,m,571,FR,Dupont,,,,,2015-05-17T21:18:19.387,,,,1018,571,,,,
498,1932-05-02T00:00:00,,Albert,m,572,FR,Eggli,,,,,2015-05-17T21:18:19.387,,,Eggli Albert,1019,572,,,,
499,1928-07-19T00:00:00,,Franz,m,573,FR,Eng,,,,,2015-05-17T21:18:19.387,D,,Eng,1020,573,,,,
500,1921-09-03T00:00:00,1992-03-26T00:00:00,Karl,m,574,FR,Flubacher,,,,,2015-05-17T21:18:19.387,,,,1021,574,,,,
501,1929-04-06T00:00:00,2016-07-10T00:00:00,Valentine,f,575,FR,Friedli,,,,,2016-07-12T13:55:00.94,F,,Friedli,1022,575,,,,
502,1951-07-01T00:00:00,2005-07-31T00:00:00,Jean-Paul,m,576,FR,Gehler,,,,,2015-05-17T21:18:19.387,,,Gehler Jean-Paul,1023,576,,,,
503,1925-10-10T00:00:00,2002-11-24T00:00:00,Gottlieb,m,577,FR,Geissbühler,,,,,2015-05-17T21:18:19.387,,,Geissbühler Gottlieb,1024,577,,,,
504,1938-12-28T00:00:00,,Luciano,m,578,FR,Giudici,,,,,2015-05-17T21:18:19.387,I,,Giudici,1025,578,,,,
505,1924-07-30T00:00:00,1994-11-03T00:00:00,Jean-Philippe,m,579,FR,Gloor,,,,,2015-05-17T21:18:19.387,,,,1026,579,,,,
506,1943-09-06T00:00:00,,Barbara,f,580,FR,Gurtner,,,,,2015-05-17T21:18:19.387,,,Gurtner,1027,580,,,,
507,1924-03-04T00:00:00,2005-05-24T00:00:00,Fritz,m,581,FR,Hofmann,,,,,2015-05-17T21:18:19.387,D,,Hofmann Fritz,1028,581,,,,
508,1924-01-30T00:00:00,2004-11-16T00:00:00,Hans,m,582,FR,Künzi,,,,,2015-05-17T21:18:19.387,D,,Künzi Hans,1029,582,,,,
509,1918-11-27T00:00:00,2002-03-26T00:00:00,Josef,m,583,FR,Landolt,,,,,2015-05-17T21:18:19.387,D,,Landolt Josef,1030,583,,,,
510,1927-05-12T00:00:00,2009-08-24T00:00:00,Hans-Georg,m,584,FR,Lüchinger,,,,,2015-05-17T21:18:19.387,D,,Lüchinger,1031,584,,,,
511,1920-02-07T00:00:00,2011-09-29T00:00:00,Armand,m,586,FR,Magnin,,,,,2015-05-17T21:18:19.387,F,,Magnin Armand,1032,586,,,,
512,1927-05-28T00:00:00,,Werner,m,587,FR,Martignoni,,,,,2015-05-17T21:18:19.387,,,Martignoni,1033,587,,,,
513,1932-06-20T00:00:00,,Kurt,m,588,FR,Meyer,,,,,2015-05-17T21:18:19.387,D,,Meyer Kurt,1034,588,,,,
514,1924-07-27T00:00:00,2006-03-21T00:00:00,Arnold,m,589,FR,Müller,,,,,2015-05-17T21:18:19.387,,,Müller Arnold,1035,589,,,,
515,1931-04-16T00:00:00,,Bernhard,m,590,FR,Müller,,,,,2015-05-17T21:18:19.387,,,Müller Bernhard,1036,590,,,,
516,1914-10-23T00:00:00,2012-07-11T00:00:00,Otto,m,591,FR,Nauer,,,,,2015-05-17T21:18:19.387,D,,Nauer,1037,591,,,,
517,1927-02-22T00:00:00,,Georg,m,592,FR,Nef,,,,,2015-05-17T21:18:19.387,,,,1038,592,,,,
518,1931-06-26T00:00:00,,Valentin,m,593,FR,Oehen,,,,,2015-05-17T21:18:19.387,D,,Oehen,1039,593,,,,
519,1939-08-18T00:00:00,,Willy,m,594,FR,Pfund,,,,,2015-05-17T21:18:19.387,D,,Pfund,1040,594,,,,
520,1932-04-20T00:00:00,2006-07-17T00:00:00,Walter,m,595,FR,Renschler,,,,,2015-05-17T21:18:19.387,,,Renschler,1041,595,,,,
521,1932-02-10T00:00:00,,Jean,m,596,FR,Revaclier,,,,,2015-05-17T21:18:19.387,F,,Revaclier Jean,1042,596,,,,
522,1920-07-13T00:00:00,1987-09-12T00:00:00,Jean,m,597,FR,Riesen,,,,,2015-05-17T21:18:19.387,,,,1043,597,,,,
523,1923-06-21T00:00:00,1994-04-20T00:00:00,Pierre,m,598,FR,Rime,,,,,2015-05-17T21:18:19.387,,,,1044,598,,,,
524,1920-12-26T00:00:00,1999-09-20T00:00:00,Josef,m,599,FR,Risi,,,,,2015-05-17T21:18:19.387,,,,1045,599,,,,
525,1939-03-09T00:00:00,2009-12-14T00:00:00,Dario,m,600,FR,Robbiani,,,,,2015-05-17T21:18:19.387,I,,Robbiani Dario,1046,600,,,,
526,1930-04-13T00:00:00,2009-02-01T00:00:00,Walter,m,601,FR,Röthlin,,,,,2015-05-17T21:18:19.387,D,,Röthlin,1047,601,,,,
527,1939-10-27T00:00:00,,Rudolf,m,603,FR,Ruch,,,,,2015-05-17T21:18:19.387,,,Ruch,1049,603,,,,
528,1925-07-15T00:00:00,2014-05-24T00:00:00,Hans,m,605,FR,Schärli,,,,,2015-05-17T21:18:19.387,D,,Schärli Hans,1050,605,,,,
529,1897-08-08T00:00:00,1974-10-14T00:00:00,Heinrich,m,606,FR,Schnyder,,,,,2015-05-17T21:18:19.387,,,,1051,606,,,,
530,1926-08-04T00:00:00,2015-03-05T00:00:00,Urs,m,607,FR,Schwarz,,,,,2015-05-17T21:18:19.387,D,,Schwarz Urs,1052,607,,,,
531,1913-02-02T00:00:00,1993-11-30T00:00:00,Mario,m,608,FR,Soldini,,,,,2015-05-17T21:18:19.387,,,,1053,608,,,,
532,1927-09-25T00:00:00,,Walter,m,609,FR,Stamm,,,,,2015-05-17T21:18:19.387,,,,1054,609,,,,
533,1924-07-10T00:00:00,2006-03-17T00:00:00,Jakob,m,610,FR,Stucki,,,,,2015-05-17T21:18:19.387,,,Stucki Jakob,1055,610,,,,
534,1914-10-06T00:00:00,2002-02-07T00:00:00,Georges,m,611,FR,Thévoz,,,,,2015-05-17T21:18:19.387,F,,Thévoz,1056,611,,,,
535,1945-01-02T00:00:00,1998-11-12T00:00:00,Françoise,f,612,FR,Vannay,,,,,2015-05-17T21:18:19.387,,,,1057,612,,,,
536,1917-12-14T00:00:00,1997-12-02T00:00:00,Paul,m,613,FR,Wagner,,,,,2015-05-17T21:18:19.387,,,,1058,613,,,,
537,1917-03-12T00:00:00,2008-01-11T00:00:00,Walter,m,614,FR,Weber,,,,,2015-05-17T21:18:19.387,,,Weber Walter,1059,614,,,,
538,1920-06-24T00:00:00,1995-02-26T00:00:00,Leo,m,615,FR,Weber,,,,,2015-05-17T21:18:19.387,,,,1060,615,,,,
539,1923-03-13T00:00:00,2000-02-29T00:00:00,Rolf,m,616,FR,Weber,,,,,2015-05-17T21:18:19.387,,,Weber Rolf,1061,616,,,,
540,1927-04-05T00:00:00,1989-12-11T00:00:00,Herbert,m,617,FR,Zehnder,,,,,2015-05-17T21:18:19.387,,,,1063,617,,,,
541,1924-06-29T00:00:00,2014-08-12T00:00:00,Josef,m,618,FR,Ziegler,,,,,2015-05-17T21:18:19.387,D,,Ziegler Josef,1064,618,,,,
542,1923-12-17T00:00:00,2014-05-16T00:00:00,Leo,m,619,FR,Arnold,,,,,2015-05-17T21:18:19.387,D,,Arnold Leo,1065,619,,,,
543,1931-05-11T00:00:00,,Jean-François,m,620,FR,Aubert,,,,,2015-05-17T21:18:19.387,F,,Aubert Jean-François,1066,620,,,,
544,1922-12-01T00:00:00,2006-02-19T00:00:00,Monique,f,621,FR,Bauer-Lagier,,,,,2015-05-17T21:18:19.387,F,,Bauer-Lagier,1067,621,,,,
545,1942-08-01T00:00:00,,Eduard,m,622,FR,Belser,,,,,2015-05-17T21:18:19.387,D,,,1068,622,,,,
546,1925-02-12T00:00:00,,Julius,m,623,FR,Binder,,,,,2015-05-17T21:18:19.387,D,,Binder Julius,1069,623,,,,
547,1921-04-20T00:00:00,2004-06-30T00:00:00,Paul,m,624,FR,Bürgi,,,,,2015-05-17T21:18:19.387,D,,Bürgi Paul,1070,624,,,,
548,1917-09-16T00:00:00,1999-03-24T00:00:00,Edouard,m,625,FR,Debétaz,,,,,2015-05-17T21:18:19.387,,,,1071,625,,,,
549,1924-06-03T00:00:00,2005-07-28T00:00:00,Pierre,m,626,FR,Dreyer,,,,,2015-05-17T21:18:19.387,F,,Dreyer,1072,626,,,,
550,1930-12-09T00:00:00,1987-04-19T00:00:00,Guy,m,627,FR,Genoud,,,,,2015-05-17T21:18:19.387,,,,1073,627,,,,
551,1923-06-08T00:00:00,2012-04-11T00:00:00,Peter,m,628,FR,Gerber,,,,,2015-05-17T21:18:19.387,D,,Gerber,1074,628,,,,
552,1923-10-21T00:00:00,,Peter,m,629,FR,Knüsel,,,,,2015-05-17T21:18:19.387,D,,Knüsel,1075,629,,,,
553,1924-03-31T00:00:00,2015-10-18T00:00:00,Hans,m,630,FR,Letsch,,,,,2015-10-29T08:41:17.577,,,Letsch,1076,630,,,,
554,1919-01-31T00:00:00,2012-08-18T00:00:00,Franco,m,631,FR,Matossi,,,,,2015-05-17T21:18:19.387,D,,Matossi,1077,631,,,,
555,1929-12-30T00:00:00,2000-02-27T00:00:00,René,m,632,FR,Meylan,,,,,2015-05-17T21:18:19.387,F,,Meylan,1078,632,,,,
556,1928-07-25T00:00:00,2008-03-20T00:00:00,Heinz,m,633,FR,Moll,,,,,2015-05-17T21:18:19.387,,,Moll Heinz,1079,633,,,,
557,1923-02-01T00:00:00,2009-02-18T00:00:00,Franz,m,634,FR,Muheim,,,,,2015-05-17T21:18:19.387,D,,Muheim Franz,1080,634,,,,
558,1920-10-28T00:00:00,2012-06-07T00:00:00,Ernst,m,635,FR,Steiner,,,,,2015-05-17T21:18:19.387,D,,Steiner,1081,635,,,,
559,1923-12-02T00:00:00,1986-05-18T00:00:00,Hans,m,636,FR,Frei,,,,,2015-05-17T21:18:19.387,,,,1083,636,,,,
560,1936-11-01T00:00:00,,Hans,m,637,FR,Rohrer,,,,,2015-05-17T21:18:19.387,D,,Rohrer Hans,1086,637,,,,
561,1922-11-08T00:00:00,,Othmar,m,638,FR,Andermatt,,,,,2015-05-17T21:18:19.387,,,Andermatt,1087,638,,,,
562,1927-05-11T00:00:00,2014-10-21T00:00:00,Gaston,m,639,FR,Brahier,,,,,2015-05-17T21:18:19.387,F,,Brahier,1088,639,,,,
563,1918-11-29T00:00:00,1991-01-10T00:00:00,Wilfried,m,640,FR,Hophan,,,,,2015-05-17T21:18:19.387,,,,1089,640,,,,
564,1917-12-11T00:00:00,1998-02-13T00:00:00,Roger,m,641,FR,Schaffter,,,,,2015-05-17T21:18:19.387,,,,1090,641,,,,
565,1945-08-18T00:00:00,,Ruth,f,642,FR,Mascarin-Bircher,,,,,2015-05-17T21:18:19.387,,,Mascarin-Bircher,1091,642,,,,
566,1914-12-02T00:00:00,1996-03-26T00:00:00,Roger,m,643,FR,Dafflon,,,,,2015-05-17T21:18:19.387,,,,1092,643,,,,
567,1930-11-10T00:00:00,,Jean-Jacques,m,644,FR,Hegg,,,,,2015-05-17T21:18:19.387,,,Hegg,1093,644,,,,
568,1936-12-16T00:00:00,,Elisabeth,f,645,FR,Kopp,,,,,2015-05-17T21:18:19.387,D,,Kopp,1094,645,,,,
569,1935-08-08T00:00:00,2010-04-04T00:00:00,Hans,m,646,FR,Schmid,,,,,2015-05-17T21:18:19.387,D,,Schmid Hans,1095,646,,,,
570,1937-06-22T00:00:00,,Burkhard,m,647,FR,Vetsch,,,,,2015-05-17T21:18:19.387,,,Vetsch Burkhard,1096,647,,,,
571,1941-05-24T00:00:00,,Alfred,m,648,FR,Affolter,,,,,2015-05-17T21:18:19.387,,,Affolter Alfred,1097,648,,,,
572,1915-01-08T00:00:00,1987-09-12T00:00:00,Erwin,m,649,FR,Akeret,,,,,2015-05-17T21:18:19.387,,,Akeret,1098,649,,,,
573,1938-03-28T00:00:00,,Claudius,m,650,FR,Alder,,,,,2015-05-17T21:18:19.387,D,,Alder Claudius,1099,650,,,,
574,1922-08-13T00:00:00,1997-07-03T00:00:00,Walter,m,651,FR,Augsburger,,,,,2015-05-17T21:18:19.387,,,,1100,651,,,,
575,1921-03-30T00:00:00,2007-01-22T00:00:00,Alma,f,652,FR,Bacciarini,,,,,2015-05-17T21:18:19.387,I,,Bacciarini,1101,652,,,,
576,1921-08-08T00:00:00,1996-12-19T00:00:00,Gilbert,m,653,FR,Baechtold,,,,,2015-05-17T21:18:19.387,,,,1102,653,,,,
577,1929-05-11T00:00:00,,Pier Felice,m,654,FR,Barchi,,,,,2015-05-17T21:18:19.387,I,,Barchi,1103,654,,,,
578,1917-06-09T00:00:00,2001-11-17T00:00:00,Louis,m,655,FR,Barras,,,,,2015-05-17T21:18:19.387,F,,Barras,1104,655,,,,
579,1927-07-28T00:00:00,1999-10-24T00:00:00,Paul,m,656,FR,Biderbost,,,,,2015-05-17T21:18:19.387,,,,1105,656,,,,
580,1925-07-30T00:00:00,2013-02-17T00:00:00,Silvio,m,657,FR,de Capitani,,,,,2015-05-17T21:18:19.387,D,,de Capitani,1106,657,,,,
581,1938-08-08T00:00:00,,Jean-Claude,m,658,FR,Crevoisier,,,,,2015-05-17T21:18:19.387,F,,Crevoisier Jean-Claude,1107,658,,,,
582,1936-04-01T00:00:00,1998-10-04T00:00:00,Jean-Pascal,m,659,FR,Delamuraz,,,,,2015-05-17T21:18:19.387,F,,Delamuraz,1108,659,,,,
583,1925-01-26T00:00:00,1983-11-06T00:00:00,Gilbert,m,660,FR,Duboule,,,,,2015-05-17T21:18:19.387,,,,1109,660,,,,
584,1923-12-16T00:00:00,2004-05-17T00:00:00,Andreas,m,661,FR,Dürr,,,,,2015-05-17T21:18:19.387,D,,Dürr,1110,661,,,,
585,1930-07-03T00:00:00,2009-07-04T00:00:00,Hanspeter,m,662,FR,Fischer,,,,,2015-05-17T21:18:19.387,D,,Fischer Hanspeter,1111,662,,,,
586,1915-04-02T00:00:00,1993-10-22T00:00:00,Otto,m,663,FR,Fischer,,,,,2015-05-17T21:18:19.387,,,,1112,663,,,,
587,1920-04-29T00:00:00,2005-02-27T00:00:00,Armand-Auguste,m,664,FR,Forel,,,,,2015-05-17T21:18:19.387,F,,Forel,1113,664,,,,
588,1941-06-05T00:00:00,,Cornelia,f,665,FR,Füeg,,,,,2015-05-17T21:18:19.387,,,Füeg,1114,665,,,,
589,1916-02-20T00:00:00,1992-03-31T00:00:00,Fritz,m,666,FR,Ganz,,,,,2015-05-17T21:18:19.387,,,,1115,666,,,,
590,1928-11-10T00:00:00,2014-04-30T00:00:00,Andreas,m,667,FR,Gerwig,,,,,2015-05-17T21:18:19.387,D,,Gerwig,1116,667,,,,
591,1913-01-09T00:00:00,1989-11-25T00:00:00,Gertrude,f,668,FR,Girard,,,,,2015-05-17T21:18:19.387,,,,1117,668,,,,
592,1924-07-15T00:00:00,,Ernst,m,669,FR,Huggenberger,,,,,2015-05-17T21:18:19.387,D,,,1118,669,,,,
593,1925-12-04T00:00:00,2007-09-08T00:00:00,Christian,m,670,FR,Jost,,,,,2015-05-17T21:18:19.387,D,,Jost Christian,1119,670,,,,
594,1932-10-10T00:00:00,,Raymond,m,671,FR,Junod,,,,,2015-05-17T21:18:19.387,F,,Junod Raymond,1120,671,,,,
595,1925-07-20T00:00:00,2011-03-28T00:00:00,Remigius,m,672,FR,Kaufmann,,,,,2015-05-17T21:18:19.387,D,,Kaufmann,1121,672,,,,
596,1916-03-04T00:00:00,1990-04-30T00:00:00,Theodor,m,673,FR,Kloter,,,,,2015-05-17T21:18:19.387,,,,1122,673,,,,
597,1920-02-29T00:00:00,2006-04-21T00:00:00,Urs,m,674,FR,Kunz,,,,,2015-05-17T21:18:19.387,,,Kunz Urs,1123,674,,,,
598,1931-10-30T00:00:00,2004-03-31T00:00:00,Hedi,f,675,FR,Lang-Gehri,,,,,2015-05-17T21:18:19.387,D,,Lang-Gehri,1124,675,,,,
599,1923-03-01T00:00:00,1997-11-02T00:00:00,David,m,676,FR,Linder,,,,,2015-05-17T21:18:19.387,,,,1125,676,,,,
600,1932-08-14T00:00:00,,Francis,m,677,FR,Loetscher,,,,,2015-05-17T21:18:19.387,F,,Loetscher,1126,677,,,,
601,1917-10-20T00:00:00,1998-04-21T00:00:00,Kaspar,m,678,FR,Meier,,,,,2015-05-17T21:18:19.387,,,,1127,678,,,,
602,1916-10-01T00:00:00,2007-05-16T00:00:00,Werner,m,679,FR,Meier,,,,,2015-05-17T21:18:19.387,,,Meier Werner,1128,679,,,,
603,1943-12-31T00:00:00,,Christian,m,680,FR,Merz,,,,,2015-05-17T21:18:19.387,,,Merz,1129,680,,,,
604,1917-09-03T00:00:00,2003-01-06T00:00:00,Willy,m,681,FR,Messmer,,,,,2015-05-17T21:18:19.387,,,Messmer Willy,1130,681,,,,
605,1935-03-04T00:00:00,,Félicien,m,682,FR,Morel,,,,,2015-05-17T21:18:19.387,F,,Morel Félicien,1131,682,,,,
606,1923-10-05T00:00:00,1997-03-11T00:00:00,Alfons,m,683,FR,Müller,,,,,2015-05-17T21:18:19.387,,,,1132,683,,,,
607,1928-02-23T00:00:00,,Daniel,m,684,FR,Müller,,,,,2015-05-17T21:18:19.387,D,,Müller Daniel,1133,684,,,,
608,1913-02-22T00:00:00,1986-10-23T00:00:00,Richard,m,685,FR,Müller,,,,,2015-05-17T21:18:19.387,,,,1134,685,,,,
609,1917-03-14T00:00:00,1998-03-01T00:00:00,Giovan Battista,m,686,FR,Pedrazzini,,,,,2015-05-17T21:18:19.387,,,,1135,686,,,,
610,1922-11-12T00:00:00,,Fritz,m,687,FR,Räz,,,,,2015-05-17T21:18:19.387,,,Räz,1136,687,,,,
611,1939-05-13T00:00:00,2015-07-07T00:00:00,Kurt,m,688,FR,Reiniger,,,,,2015-09-09T15:41:35.453,D,,Reiniger,1137,688,,,,
612,1915-11-28T00:00:00,2010-10-04T00:00:00,Martha,f,689,FR,Ribi,,,,,2015-05-17T21:18:19.387,D,,Ribi,1138,689,,,,
613,1913-08-19T00:00:00,2003-02-17T00:00:00,Hans,m,690,FR,Roth,,,,,2015-05-17T21:18:19.387,,,Roth Hans AG,1139,690,,,,
614,1925-11-17T00:00:00,2007-08-17T00:00:00,Eduard,m,691,FR,Rothen,,,,,2015-05-17T21:18:19.387,,,Rothen,1140,691,,,,
615,1940-02-27T00:00:00,2001-01-28T00:00:00,Gabriel,m,692,FR,Roy,,,,,2015-05-17T21:18:19.387,F,,Roy,1141,692,,,,
616,1918-11-29T00:00:00,1991-01-15T00:00:00,Hans,m,693,FR,Rüegg,,,,,2015-05-17T21:18:19.387,,,,1142,693,,,,
617,1917-01-03T00:00:00,2006-12-12T00:00:00,Heinrich,m,694,FR,Schalcher,,,,,2015-05-17T21:18:19.387,,,Schalcher,1143,694,,,,
618,1925-11-03T00:00:00,,Anton,m,695,FR,Scherer,,,,,2015-05-17T21:18:19.387,D,,Scherer Anton,1144,695,,,,
619,1914-04-16T00:00:00,1995-07-14T00:00:00,Gertrud,f,696,FR,Spiess,,,,,2015-05-17T21:18:19.387,,,,1145,696,,,,
620,1912-02-15T00:00:00,1992-11-25T00:00:00,Liselotte,f,697,FR,Spreng,,,,,2015-05-17T21:18:19.387,,,,1146,697,,,,
621,1927-01-10T00:00:00,2012-09-13T00:00:00,Otto,m,698,FR,Stich,,,,,2015-05-17T21:18:19.387,D,,Stich,1147,698,,,,
622,1921-04-21T00:00:00,1991-10-02T00:00:00,Pierre,m,699,FR,Teuscher,,,,,2015-05-17T21:18:19.387,,,,1148,699,,,,
623,1926-03-02T00:00:00,1988-12-20T00:00:00,Robert,m,700,FR,Tochon,,,,,2015-05-17T21:18:19.387,,,,1149,700,,,,
624,1929-01-22T00:00:00,2007-03-25T00:00:00,Jean,m,701,FR,Wilhelm,,,,,2015-05-17T21:18:19.387,F,,Wilhelm Jean,1150,701,,,,
625,1932-04-07T00:00:00,,Hans Ulrich,m,702,FR,Baumberger,,,,,2015-05-17T21:18:19.387,D,,Baumberger Hans Ulrich,1151,702,,,,
626,1916-04-04T00:00:00,1987-09-17T00:00:00,Willy,m,703,FR,Donzé,,,,,2015-05-17T21:18:19.387,,,,1152,703,,,,
627,1932-12-16T00:00:00,2011-05-03T00:00:00,Pierre,m,704,FR,Gassmann,,,,,2015-05-17T21:18:19.387,F,,Gassmann,1153,704,,,,
628,1920-05-07T00:00:00,2005-06-27T00:00:00,Luigi,m,705,FR,Generali,,,,,2015-05-17T21:18:19.387,I,,Generali,1154,705,,,,
629,1937-04-11T00:00:00,,Odilo,m,706,FR,Guntern,,,,,2015-05-17T21:18:19.387,,,Guntern Odilo,1155,706,,,,
630,1924-10-14T00:00:00,2011-01-03T00:00:00,Emilie,f,707,FR,Lieberherr,,,,,2015-05-17T21:18:19.387,D,,Lieberherr,1156,707,,,,
631,1916-06-13T00:00:00,2016-05-11T00:00:00,Anton,m,708,FR,Muheim,,,,,2016-05-19T10:53:48.09,D,,Muheim Anton,1157,708,,,,
632,1916-12-11T00:00:00,2007-09-27T00:00:00,Josef,m,709,FR,Ulrich,,,,,2015-05-17T21:18:19.387,D,,Ulrich Josef,1160,709,,,,
633,1916-08-05T00:00:00,2013-03-04T00:00:00,Hans,m,710,FR,Munz,,,,,2015-05-17T21:18:19.387,D,,Munz Hans TG,1158,710,,,,
634,1918-08-03T00:00:00,2006-08-03T00:00:00,Alberto,m,711,FR,Stefani,,,,,2015-05-17T21:18:19.387,I,,Stefani,1159,711,,,,
635,1946-11-26T00:00:00,,Peter,m,714,FR,Aliesch,,,,,2015-05-17T21:18:19.387,,,Aliesch,2001,714,,,,
636,1946-06-07T00:00:00,,Walter,m,715,FR,Ammann,,,,,2015-05-17T21:18:19.387,,,Ammann Walter,2003,715,,,,
637,1925-09-16T00:00:00,2016-07-31T00:00:00,Felix,m,716,FR,Auer,,,,,2016-09-05T16:53:10.89,D,,Auer,2006,716,,,,
638,1929-10-12T00:00:00,1995-05-31T00:00:00,Giovanni,m,717,FR,Baggi,,,,,2015-05-17T21:18:19.387,,,,2007,717,,,,
639,1929-03-12T00:00:00,,Konrad,m,718,FR,Basler,,,,,2015-05-17T21:18:19.387,,,Basler,2009,718,,,,
640,1927-09-09T00:00:00,,Richard,m,719,FR,Bäumlin,,,,,2015-05-17T21:18:19.387,D,,Bäumlin Richard,2010,719,,,,
641,1933-07-20T00:00:00,,Walter,m,721,FR,Biel,,,,,2015-05-17T21:18:19.387,D,,Biel,2014,721,,,,
642,1944-10-26T00:00:00,,Hubert,m,722,FR,Bonvin,,,,,2015-05-17T21:18:19.387,F,,Bonvin Hubert,2020,722,,,,
643,1930-01-08T00:00:00,1999-02-09T00:00:00,Hansjörg,m,723,FR,Braunschweig,,,,,2015-05-17T21:18:19.387,,,,2022,723,,,,
644,1950-01-04T00:00:00,,Daniel,m,724,FR,Brélaz,2,marié(e),,,2015-11-06T17:42:14.093,F,1,Brélaz,2023,724,Vaud,Lausanne,287,lic. en mathématique (ETH et UNIL)
645,1929-11-06T00:00:00,,Ulrich,m,725,FR,Bremi-Forrer,,,,,2015-05-17T21:18:19.387,D,,Bremi-Forrer,2024,725,,,,
646,1921-03-05T00:00:00,2007-02-06T00:00:00,Martin,m,726,FR,Burckhardt,,,,,2015-05-17T21:18:19.387,,,Burckhardt Martin,2028,726,,,,
647,1928-06-23T00:00:00,2014-05-11T00:00:00,Jean-Jacques,m,727,FR,Cevey,,,,,2015-05-17T21:18:19.387,F,,Cevey,2034,727,,,,
648,1931-12-20T00:00:00,1999-04-11T00:00:00,Elisabeth,f,728,FR,Déglise,,,,,2015-05-17T21:18:19.387,,,,2043,728,,,,
649,1928-07-28T00:00:00,2013-12-25T00:00:00,Franz,m,729,FR,Dietrich,,,,,2015-05-17T21:18:19.387,D,,Dietrich,2045,729,,,,
650,1931-08-09T00:00:00,1996-06-04T00:00:00,Ernst,m,730,FR,Eggenberg,,,,,2015-05-17T21:18:19.387,,,,2050,730,,,,
651,1924-01-09T00:00:00,2016-05-01T00:00:00,Paul,m,731,FR,Eisenring,,,,,2016-05-19T10:51:09.103,,,Eisenring Paul,2052,731,,,,
652,1931-10-18T00:00:00,,Susi,f,732,FR,Eppenberger,,,,,2015-05-17T21:18:19.387,,,Eppenberger,2054,732,,,,
653,1929-10-12T00:00:00,2012-09-27T00:00:00,Alexander,m,733,FR,Euler,,,,,2015-05-17T21:18:19.387,D,,Euler,2056,733,,,,
654,1937-02-07T00:00:00,,Paul,m,734,FR,Fäh,,,,,2015-05-17T21:18:19.387,D,,Fäh,2057,734,,,,
655,1941-06-30T00:00:00,,Hermann,m,735,FR,Fehr,,,,,2015-05-17T21:18:19.387,D,,Fehr Hermann,2059,735,,,,
656,1937-12-05T00:00:00,,Hans-Rudolf,m,736,FR,Feigenwinter,,,,,2015-05-17T21:18:19.387,,,Feigenwinter Hans-Rudolf,2060,736,,,,
657,1941-05-01T00:00:00,,Lukas,m,737,FR,Fierz,,,,,2015-05-17T21:18:19.387,,,Fierz Lukas,2062,737,,,,
658,1922-06-20T00:00:00,2010-10-05T00:00:00,Hans-Ulrich,m,738,FR,Graf,,,,,2015-05-17T21:18:19.387,D,,Graf Hans-Ulrich,2071,738,,,,
659,1929-03-21T00:00:00,2001-12-26T00:00:00,Mario,m,739,FR,Grassi,,,,,2015-05-17T21:18:19.387,I,,Grassi,2072,739,,,,
660,1942-02-14T00:00:00,,Peter,m,740,FR,Hänggi,,,,,2015-05-17T21:18:19.387,,,Hänggi Peter,2081,740,,,,
661,1922-08-31T00:00:00,2002-04-10T00:00:00,Fritz,m,741,FR,Hösli,,,,,2015-05-17T21:18:19.387,D,,Hösli,2087,741,,,,
662,1928-04-11T00:00:00,2014-07-21T00:00:00,Marc-André,m,742,FR,Houmard,,,,,2015-05-17T21:18:19.387,F,,Houmard,2088,742,,,,
663,1933-11-20T00:00:00,,Beda,m,743,FR,Humbel,,,,,2015-05-17T21:18:19.387,D,,Humbel Beda,2090,743,,,,
664,1932-10-10T00:00:00,,François,m,744,FR,Jeanneret,,,,,2015-05-17T21:18:19.387,F,,,2093,744,,,,
665,1940-11-18T00:00:00,2008-12-22T00:00:00,Franz,m,745,FR,Jung,,,,,2015-05-17T21:18:19.387,D,,Jung,2095,745,,,,
666,1921-12-08T00:00:00,2013-09-18T00:00:00,Raoul,m,746,FR,Kohler,,,,,2015-05-17T21:18:19.387,F,,Kohler Raoul,2097,746,,,,
667,1922-06-16T00:00:00,2009-05-26T00:00:00,Fritz,m,747,FR,Lanz,,,,,2015-05-17T21:18:19.387,D,,Lanz Fritz,2099,747,,,,
668,1951-04-12T00:00:00,,René,m,748,FR,Longet,,,,,2015-05-17T21:18:19.387,F,,Longet René,2105,748,,,,
669,1929-10-17T00:00:00,2002-04-14T00:00:00,Paul-René,m,749,FR,Martin,,,,,2015-05-17T21:18:19.387,F,,Martin Paul-René,2111,749,,,,
670,1927-08-12T00:00:00,2015-10-04T00:00:00,Claude,m,750,FR,Massy,,,,,2015-10-12T10:17:38.903,F,,Massy Claude,2112,750,,,,
671,1927-02-13T00:00:00,2011-02-13T00:00:00,Bernard,m,751,FR,Meizoz,,,,,2015-05-17T21:18:19.387,F,,Meizoz,2118,751,,,,
672,1927-09-17T00:00:00,2003-08-26T00:00:00,Doris,f,752,FR,Morf,,,,,2015-05-17T21:18:19.387,,,Morf Doris,2119,752,,,,
673,1925-03-16T00:00:00,2016-02-08T00:00:00,Kurt,m,753,FR,Müller,,,,,2016-02-11T15:46:49.36,D,,Müller Kurt,2122,753,,,,
674,1945-01-09T00:00:00,,Alfred,m,754,FR,Neukomm,,,,,2015-05-17T21:18:19.387,D,,Neukomm Alfred,2127,754,,,,
