,Active,AdditionalActivity,AdditionalMandate,BirthPlace_Canton,BirthPlace_City,Canton,CantonAbbreviation,CantonName,Citizenship,Council,CouncilAbbreviation,CouncilName,DateElection,DateJoining,DateLeaving,DateOath,DateOfBirth,DateOfDeath,DateResignation,FirstName,GenderAsString,ID,IdPredecessor,Language,LastName,Mandates,MaritalStatus,MaritalStatusText,MilitaryRank,MilitaryRankText,Modified,NumberOfChildren,OfficialName,ParlGroupAbbreviation,ParlGroupFunction,ParlGroupFunctionText,ParlGroupName,ParlGroupNumber,Party,PartyAbbreviation,PartyName,PersonIdCode,PersonNumber
412,false,,"Präsident SD Kanton Bern; Zentralsekretär ""Schweizer Demokraten""",,Soleure,2,BE,Berne,Wald (ZH),1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-12-01T00:00:00,1966-04-05T00:00:00,,2007-12-02T00:00:00,Bernhard,m,474,,FR,Hess,"Stadtrat Bern, 01.01.1994 bis 31.12.1998; Grossrat Bern, 01.05.1998 bis 31.12.1999",,,1,Soldat,2015-05-17T21:18:19.387,,Hess Bernhard,,,,,,,,,2498,474
413,false,,,,Niederuzwil,17,SG,St-Gall,Wuppenau (TG),1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1949-10-05T00:00:00,,2003-11-30T00:00:00,Walter,m,475,,FR,Hess,"CVP; Gemeinderat 1988 -  ; Kantonsrat 1992 - 2000, Grossratspräsident Sankt Gallen 1999/2000",2,marié(e),14,Colonel,2015-05-17T21:18:19.387,5,Hess Walter,,,,,,,,,2499,475
414,false,,Mitglied des Vorstandes der SP Aargau,,Aarau,19,AG,Argovie,"Weiningen (TG),Aarau (AG)",1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2009-02-28T00:00:00,2007-12-03T00:00:00,1956-11-27T00:00:00,,2009-02-28T00:00:00,Urs,m,476,,FR,Hofmann,Einwohnerrat Aarau Januar 1982 - Dezember 1985; Stadtrat Aarau Januar 1986 - August 1996; Grosser Rat Aargau April 1997 - Dezember 1999,2,marié(e),,,2015-05-17T21:18:19.387,3,Hofmann Urs,,,,,,12,PSS,Parti socialiste suisse,2500,476
415,true,Präsident der Parlamentarischen Gruppe Schifffahrt; Vize-Präsident der Parlamentarischen Gruppe Schweiz-Lateinamerika; Vize-Präsident der Parlamentarischen Gruppe Schweiz-Polen,Vizepräsident SP BL: von April 1982 bis April 1989; Präsident SP BL: von April 1989 bis April 1995; Präsident Landratsfraktion: von 1995 bis 1997,,Bâle,13,BL,Bâle-Campagne,"Bâle (BS),Binningen (BL)",2,CE,Conseil des Etats,2015-10-18T00:00:00,2015-11-30T00:00:00,,2015-11-30T00:00:00,1948-10-30T00:00:00,,,Claude,m,477,,FR,Janiak,Legislative der Gemeinde Binningen: von Juli 1988 bis Juni 1995; Exekutive der Gemeinde Bubendorf: von Januar 1976 bis Dezember 1979; Legislative des Kantons: von Februar 1981 bis Juni 1987 und von Februar 1994 bis Oktober 1999 (Präsident: 1998/1999),6,lié(e) par un partenariat enregistré,,,2016-02-03T13:23:37.537,0,Janiak,S,1,Membre,Groupe socialiste,2,12,PSS,Parti socialiste suisse,2501,477
416,false,Präsident der Parlamentarischen Gruppe für Menschen mit Hörbehinderungen; Co-Präsident der Parlamentarischen Gruppe Pflege,Vizepräsident der SVP Kanton Bern: von 1992 bis 1996; Präsident der SVP Kanton Bern: von 2006 bis Oktober 2012,,Zimmerwald,2,BE,Berne,Muri b. Bern (BE),1,CN,Conseil national,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-12-05T00:00:00,1950-06-10T00:00:00,,2015-11-29T00:00:00,Rudolf,m,478,,FR,Joder,Gemeinderat von Belp: von 1985 bis 1988; Gemeindepräsident von Belp: von 1989 bis 2004; Grossrat des Kantons: von 1982 bis 1998,2,marié(e),,,2015-05-17T21:18:19.387,,Joder,,,,,,13,UDC,Union Démocratique du Centre,2502,478
417,false,"Vize-Präsident der Parlamentarischen Gruppe Schweiz-Slowakei, Vize-Präsident der Parlamentarischen Gruppe Schweiz-Republik Korea und Vize-Präsident des Wirtschafts- und währungspolitischen Arbeitskreises (WPA): bis Mai 2014",,,Ettiswil,1,ZH,Zurich,"Ettiswil (LU),Lucerne (LU)",1,CN,Conseil national,2011-10-23T00:00:00,2011-12-05T00:00:00,2014-05-04T00:00:00,2011-12-05T00:00:00,1948-06-13T00:00:00,,2014-05-04T00:00:00,Hans,m,479,,FR,Kaufmann,,2,marié(e),,,2015-05-17T21:18:19.387,2,Kaufmann,,,,,,13,UDC,Union Démocratique du Centre,2503,479
418,false,,,,Andelfingen,1,ZH,Zurich,"Embrach (ZH),Andelfingen (ZH)",1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-12-01T00:00:00,1938-11-09T00:00:00,,2007-12-02T00:00:00,Robert,m,480,,FR,Keller,Gemeinderat Embrach von April 1966 bis April 1974; Präsident in Turbenthal 1978 bis 1988,2,marié(e),14,Colonel,2015-05-17T21:18:19.387,2,Keller Robert,,,,,,,,,2504,480
419,false,,,,Zurich,1,ZH,Zurich,Zurich (ZH),1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2000-05-10T00:00:00,1999-12-06T00:00:00,1941-07-01T00:00:00,,2000-05-10T00:00:00,Ursula,f,481,,FR,Koch,Gem. Exek. 86 - 98; Kt. Leg. 79 - 86,4,divorcé(e),,,2015-05-17T21:18:19.387,,Koch,,,,,,12,PSS,Parti socialiste suisse,2505,481
420,false,,,,Bâle,13,BL,Bâle-Campagne,Bâle (BS),1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1947-07-02T00:00:00,,2003-11-30T00:00:00,Paul,m,482,,FR,Kurrus,,2,marié(e),,,2015-05-17T21:18:19.387,2,Kurrus,,,,,,,,,2506,482
421,false,Verschiedene Vorstands -und Stiftungsrats,,,Zurich,5,SZ,Schwyz,"Urnäsch (AR),Zurich (ZH),Fribourg (FR)",1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1957-06-17T00:00:00,,2003-11-30T00:00:00,Maya,f,483,,FR,Lalive d'Epinay,,2,marié(e),,,2015-05-17T21:18:19.387,,Lalive d'Epinay,,,,,,,,,2507,483
422,false,,,,Schwyz,3,LU,Lucerne,"Besenbüren (AG),Lucerne (LU)",1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-12-01T00:00:00,1943-12-31T00:00:00,,2007-12-02T00:00:00,Otto,m,484,,FR,Laubacher,SVP; Grossrat 95 - 99,2,marié(e),,,2015-05-17T21:18:19.387,2,Laubacher,,,,,,,,,2508,484
423,false,,,,Coire,9,ZG,Zoug,Eschlikon (TG),1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1944-12-09T00:00:00,,2003-11-30T00:00:00,Hansjakob,m,485,,FR,Leutenegger,FDP,2,marié(e),,,2015-05-17T21:18:19.387,3,Leutenegger Hajo,,,,,,,,,2509,485
424,true,,Mitglied der Geschäftsleitung SP Kanton Basel-Landschaft,,Coire,13,BL,Bâle-Campagne,"Goldingen (SG),Soleure (SO),Bussnang (TG)",1,CN,Conseil national,2015-10-18T00:00:00,2015-11-30T00:00:00,,2015-11-30T00:00:00,1948-03-06T00:00:00,,,Susanne,f,487,,FR,Leutenegger Oberholzer,Legislative der Gemeinde (Einwohnerrat): von 1980 bis 1984; Legislative des Kantons (Landrat): von 1983 bis 1989; Verfassungsrätin des Kantons: von 1980 bis 1984; Kantonsrichterin: von 2002 bis 2008,,,,,2015-11-25T09:11:11.803,,Leutenegger Oberholzer,S,1,Membre,Groupe socialiste,2,12,PSS,Parti socialiste suisse,2129,487
425,true,,Vizepräsidentin CVP Schweiz  Mai 2001- September 2004; Präsidentin der CVP Schweiz: von September 2004 bis August 2006,,Merenschwand,19,AG,Argovie,"Sarnen (OW),Merenschwand (AG)",99,CF,Conseil fédéral,2006-06-14T00:00:00,2006-06-14T00:00:00,,2006-06-14T00:00:00,1963-04-10T00:00:00,,,Doris,f,488,8a7d1e39-0a6d-4285-85d1-0bc5e7566361,FR,Leuthard,CVP; Grossrätin März 1997 - 31.1.2000; Schulrätin von 1993 - 2000,2,marié(e),,,2015-05-17T21:18:19.387,,Leuthard,,,,,,14,PDC,Parti démocrate-chrétien suisse,2510,488
426,false,,,,Berg,16,AI,Appenzell Rh.-Int.,Häggenschwil (SG),1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-12-03T00:00:00,1942-12-25T00:00:00,,2011-12-04T00:00:00,Arthur,m,489,,FR,Loepfe,Exekutive des Kantons (Volkswirtschaftsdirektor und Landammann Kt. Appenzell Innerrhoden): von April 1993 bis April 2000,2,marié(e),13,Lieutenant-colonel,2015-05-17T21:18:19.387,3,Loepfe,,,,,,14,PDC,Parti démocrate-chrétien suisse,2511,489
427,false,,Präsident CVP Kanton Luzern: von September 2001 bis Juni 2005,,Romoos,3,LU,Lucerne,Romoos (LU),1,CN,Conseil national,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-12-05T00:00:00,1950-04-02T00:00:00,,2015-11-29T00:00:00,Ruedi,m,490,,FR,Lustenberger,Legislative des Kantons (Grossrat): von Juni 1991 bis Dezember 1999; Grossratspräsident: 1999,2,marié(e),7,Adjudant sous-officier,2015-05-17T21:18:19.387,5,Lustenberger,,,,,,14,PDC,Parti démocrate-chrétien suisse,2512,490
428,false,,,,Lausanne,22,VD,Vaud,Mossel (FR),1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2004-11-29T00:00:00,2003-12-01T00:00:00,1968-03-16T00:00:00,,2004-11-29T00:00:00,Pierre-Yves,m,491,,FR,Maillard,Législatif communal: Lausanne de mars 1990 à mars 1998; Législatif cantonal: Vaud de mars 1998 à mars 2000,1,célibataire,,,2015-05-17T21:18:19.387,,Maillard Pierre-Yves,,,,,,12,PSS,Parti socialiste suisse,2513,491
429,false,,,,Champéry,23,VS,Valais,Val-d'Illiez (VS),1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1952-02-12T00:00:00,,2003-11-30T00:00:00,Fernand,m,492,,FR,Mariétan,CVP; Conseiller municipal de Monthwy dès 1989; Prés. de la Ville dès 1997,2,marié(e),3,Caporal,2015-05-17T21:18:19.387,3,Mariétan,,,,,,,,,2514,492
430,false,,Päsident SVP des Kantons Aargau,,Kölliken,19,AG,Argovie,Kölliken (AG),1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-12-01T00:00:00,1946-06-03T00:00:00,,2007-12-02T00:00:00,Hans Ulrich,m,493,,FR,Mathys,Grossrat 1989 - 1999,2,marié(e),,,2015-05-17T21:18:19.387,2,Mathys,,,,,,,,,2515,493
431,false,,Präsidentin CVP Kanton St. Gallen: von August 1996 bis August 2004; Mitglied Präsidium CVP Schweiz: seit August 2000,,Le Locle,17,SG,St-Gall,Tartar (GR),1,CN,Conseil national,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-12-05T00:00:00,1952-01-04T00:00:00,,2015-11-29T00:00:00,Lucrezia,f,494,,FR,Meier-Schatz,,,,,,2015-05-17T21:18:19.387,2,Meier-Schatz,,,,,,14,PDC,Parti démocrate-chrétien suisse,2516,494
432,false,,,,Aigle,22,VD,Vaud,Poliez-le-Grand (VD),1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-12-01T00:00:00,1938-01-29T00:00:00,,2007-12-02T00:00:00,Anne-Catherine,f,495,,FR,Menétrey-Savary,Grand Conseil VD de mars 1966 à décembre 1980 et de mars 1998 à décembre 1999,4,divorcé(e),,,2015-05-17T21:18:19.387,,Menétrey-Savary,,,,,,,,,2517,495
433,false,,,,Riedt,20,TG,Thurgovie,"Erlen (TG),Amriswil (TG)",1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-12-03T00:00:00,1945-10-25T00:00:00,,2011-12-04T00:00:00,Werner,m,496,,FR,Messmer,Legislative des Kantons: Juni 1996 bis Mai 2000,2,marié(e),14,Colonel,2015-05-17T21:18:19.387,4,Messmer,,,,,,15,PLR,PLR.Les Libéraux-Radicaux,2518,496
434,false,,,,Genève 8,25,GE,Genève,Genève (GE),1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-06-02T00:00:00,1999-12-06T00:00:00,1953-02-13T00:00:00,,2003-06-02T00:00:00,Patrice,m,497,,FR,Mugny,Président Les Verts suisses,2,marié(e),,,2015-05-17T21:18:19.387,2,Mugny Patrice,,,,,,20,PES,Parti écologiste suisse,2520,497
435,false,,,,Uccle,22,VD,Vaud,Ecublens (FR),1,CN,Conseil national,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-12-05T00:00:00,1931-08-17T00:00:00,,2015-11-29T00:00:00,Jacques,m,498,,FR,Neirynck,Législatif communal: dès décembre 2006; Législatif cantonal: dès juillet 2007,2,marié(e),,,2015-05-17T21:18:19.387,5,Neirynck,,,,,,14,PDC,Parti démocrate-chrétien suisse,2521,498
436,false,,Vicepresidente del partito socialista ticinese: da novembre 2000 a febbraio 2004,,Faido,27,TI,Tessin,Airolo (TI),1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-12-03T00:00:00,1954-11-27T00:00:00,,2011-12-04T00:00:00,Fabio,m,499,,FR,Pedrina,Legislativo comunale di Airolo: da maggio 1976 ad aprile 1996; Legislativo cantonale: da aprile 1999 a settembre 2000,2,marié(e),1,Soldat,2015-05-17T21:18:19.387,3,Pedrina,,,,,,12,PSS,Parti socialiste suisse,2522,499
437,false,,Präsident SVP Untertoggenburg: von 1997 bis 2000; Ortspräsident SVP Flawil: seit April 2007; Präsident SVP Senioren Schweiz: seit Februar 2007,,Uster,17,SG,St-Gall,Uster (ZH),1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-12-03T00:00:00,1942-07-16T00:00:00,2012-08-06T00:00:00,2011-12-04T00:00:00,Theophil,m,500,,FR,Pfister,,2,marié(e),1,Soldat,2015-05-17T21:18:19.387,3,Pfister Theophil,,,,,,13,UDC,Union Démocratique du Centre,2523,500
438,false,,,,Genève 8,25,GE,Genève,Genève (GE),1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1950-03-07T00:00:00,,2003-11-30T00:00:00,Barbara,f,501,,FR,Polla,Députée au Grand Conseil 1993 - 1999,2,marié(e),,,2015-05-17T21:18:19.387,4,Polla,,,,,,,,,2524,501
439,true,,,,Zurich,1,ZH,Zurich,"Zurich (ZH),Bremgarten (AG),Ernetschwil (SG)",1,CN,Conseil national,2015-10-18T00:00:00,2015-11-30T00:00:00,,2015-11-30T00:00:00,1952-10-21T00:00:00,,,Kathy,f,502,,FR,Riklin,Legislative der Gemeinde Zürich: von 1982 bis 2001; Präsidentin 2000/2001,,,,,2016-06-16T09:02:28.07,,Riklin Kathy,C,1,Membre,Groupe PDC,3,14,PDC,Parti démocrate-chrétien suisse,2525,502
440,false,,,,Roveredo,27,TI,Tessin,Novazzano (TI),1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-12-03T00:00:00,1951-03-20T00:00:00,,2011-12-04T00:00:00,Meinrado,m,503,,FR,Robbiani,,2,marié(e),2,Appointé,2015-05-17T21:18:19.387,2,Robbiani,,,,,,14,PDC,Parti démocrate-chrétien suisse,2526,503
441,false,Président de l'intergroupe parlementaire Travail,Viceprésident du PS Suisse: dès mars 2008,,Sion,23,VS,Valais,Valcolla (TI),1,CN,Conseil national,2011-10-23T00:00:00,2011-12-05T00:00:00,2015-11-29T00:00:00,2011-12-05T00:00:00,1963-08-09T00:00:00,,2015-11-29T00:00:00,Stéphane,m,504,,FR,Rossini,Législatif cantonal (Grand Conseil): depuis mars 1993 jusqu'à novembre 1999,,,1,Soldat,2015-05-17T21:18:19.387,,Rossini,,,,,,12,PSS,Parti socialiste suisse,2527,504
442,false,,Président du Parti libéral suisse depuis juin 2002 jusqu'à mars 2008,,Nyon,22,VD,Vaud,Gland (VD),1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-12-03T00:00:00,1949-11-29T00:00:00,,2011-12-04T00:00:00,Claude,m,505,,FR,Ruey,Législatif communal: depuis 1973 jusqu'à 1990; Législatif cantonal: depuis 1974 jusqu'à 1990; Exécutif cantonal: depuis 1990 jusqu'à 2002,2,marié(e),,,2015-05-17T21:18:19.387,2,Ruey,,,,,,15,PLR,PLR.Les Libéraux-Radicaux,2528,505
443,false,,Präsident SVP Kanton Zug: seit April 2000,,Cham,9,ZG,Zoug,"Flühli (LU),Hünenberg (ZG)",1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-12-03T00:00:00,1952-01-29T00:00:00,,2011-12-04T00:00:00,Marcel,m,506,,FR,Scherer,,2,marié(e),1,Soldat,2015-05-17T21:18:19.387,4,Scherer,,,,,,13,UDC,Union Démocratique du Centre,2529,506
444,true,,,,Sumiswald,2,BE,Berne,Hasle b. Burgdorf (BE),99,CF,Conseil fédéral,2010-09-22T00:00:00,2010-09-22T00:00:00,,2010-09-22T00:00:00,1952-02-18T00:00:00,,,Johann N.,m,508,a983d4fd-33fd-4c7e-af56-b106e103360e,FR,Schneider-Ammann,,2,marié(e),14,Colonel,2015-05-17T21:18:19.387,2,Schneider,,,,,,15,PLR,PLR.Les Libéraux-Radicaux,2530,508
445,false,,Vice-président ASLOCA Vaud depuis 1999,,Lausanne,22,VD,Vaud,"La Chaux-de-Fonds (NE),Lausanne (VD)",1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1948-12-31T00:00:00,,2003-11-30T00:00:00,Jean Jacques,m,509,,FR,Schwaab,PS; Cully + Riex Conseil communal 87 - 89 + 94; Grand Conseil 86 - 94 (prés. 91); Conseil d'Etat 94 - 98,2,marié(e),,,2015-05-17T21:18:19.387,2,Schwaab,,,,,,,,,2531,509
446,false,,,,Fahrwangen,19,AG,Argovie,Fahrwangen (AG),1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-12-01T00:00:00,1945-06-04T00:00:00,,2007-12-02T00:00:00,Ulrich,m,510,,FR,Siegrist,Grossrat August 1979 bis Mai 1983; Regierungsrat Juni 1983 bis September 1999,2,marié(e),14,Colonel,2015-05-17T21:18:19.387,2,Siegrist Ulrich,,,,,,,,,2532,510
447,false,,,,Zurich,27,TI,Tessin,Lugano (TI),1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-12-03T00:00:00,1946-04-21T00:00:00,,2011-12-04T00:00:00,Chiara,f,511,,FR,Simoneschi-Cortesi,Legislativo comunale: dal 1984 al 1998 (presidente: 1996/1997); Legislativo cantonale (Gran Consiglio): da aprile 1987 a novembre 1999 (presidente: 1998/1999),,,,,2015-05-17T21:18:19.387,3,Simoneschi-Cortesi,,,,,,14,PDC,Parti démocrate-chrétien suisse,2533,511
448,true,,,,Zoug,2,BE,Berne,"Lugano (TI),Eggiwil (BE)",99,CF,Conseil fédéral,2010-09-22T00:00:00,2010-09-22T00:00:00,,2010-09-22T00:00:00,1960-05-14T00:00:00,,,Simonetta,f,512,1c34e201-3f9d-40bb-952a-2d50d1f578e1,FR,Sommaruga,Exekutive der Gemeinde Köniz: Januar 1998 bis Dezember 2005,2,marié(e),,,2015-05-17T21:18:19.387,,Sommaruga Simonetta,,,,,,12,PSS,Parti socialiste suisse,2534,512
449,false,,,,Sevilla,20,TG,Thurgovie,Zurich (ZH),1,CN,Conseil national,2011-10-23T00:00:00,2011-12-05T00:00:00,2012-12-31T00:00:00,2011-12-05T00:00:00,1959-01-09T00:00:00,,2012-12-31T00:00:00,Peter,m,513,,FR,Spuhler,,2,marié(e),11,Capitaine,2015-05-17T21:18:19.387,3,Spuhler,,,,,,13,UDC,Union Démocratique du Centre,2535,513
450,true,Präsident der Parlamentarischen Gruppe Sport; Co-Präsident der Parlamentarischen Gruppe Freiwilligenarbeit und Ehrenamt,Mitglied Fraktionsvorstand,,Winterthur,1,ZH,Zurich,"Fischingen (TG),Winterthur (ZH),Lindau (ZH)",1,CN,Conseil national,2015-10-18T00:00:00,2015-11-30T00:00:00,,2015-11-30T00:00:00,1968-01-16T00:00:00,,,Jürg,m,514,,FR,Stahl,Legislative der Gemeinde (Grosser Gemeinderat) Winterthur: von Mai 1994 bis Mai 2001; Präsident Grosser Gemeinderat Winterthur: von Mai 2000 bis Mai 2001,2,marié(e),12,Major,2015-11-23T11:37:55.62,1,Stahl,V,1,Membre,Groupe de l'Union démocratique du Centre,4,13,UDC,Union Démocratique du Centre,2536,514
451,false,,Vizepräsident EVP Schweiz: von 1976 bis 1986; Präsident EVP Schweiz: von April 2008 bis März 2014,,Baden,19,AG,Argovie,Gondiswil (BE),1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-12-01T00:00:00,1949-05-16T00:00:00,,2007-12-02T00:00:00,Heiner,m,515,,FR,Studer,"Einwohnerrat vom 1. Januar 1974 bis 31. Dezember 1985; Gemeinderat seit 1. Januar 1986, Vizeammann seit 1. Januar 1994; Grossrat vom 1. April 1973 bis 25. August 1998",2,marié(e),,,2015-05-17T21:18:19.387,3,Studer Heiner,,,,,,18,PEV,Parti évangélique suisse,2537,515
452,false,,,,Lucerne,2,BE,Berne,"Le Noirmont (JU),Emmen (LU)",1,CN,Conseil national,2007-10-21T00:00:00,2007-12-03T00:00:00,2011-12-04T00:00:00,2007-12-03T00:00:00,1943-08-07T00:00:00,,2011-12-04T00:00:00,Pierre,m,516,,FR,Triponez,,2,marié(e),13,Lieutenant-colonel,2015-05-17T21:18:19.387,2,Triponez,,,,,,15,PLR,PLR.Les Libéraux-Radicaux,2538,516
453,false,,,,Aubonne,25,GE,Genève,Leysin (VD),1,CN,Conseil national,1999-10-24T00:00:00,1999-12-06T00:00:00,2003-11-30T00:00:00,1999-12-06T00:00:00,1953-05-23T00:00:00,2007-03-07T00:00:00,2003-11-30T00:00:00,Jean-Claude,m,517,,FR,Vaudroz,CVP; Législatif cantonal: Député Genève,2,marié(e),,,2015-05-17T21:18:19.387,2,Vaudroz Jean-Claude,,,,,,,,,2539,517
454,false,,,,Leysin,22,VD,Vaud,Leysin (VD),1,CN,Conseil national,2003-11-09T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-12-01T00:00:00,1947-07-21T00:00:00,,2007-12-02T00:00:00,René,m,518,,FR,Vaudroz,Législatif communal de 1983 à 1985; Exécutif communal de 1986 à 1997; Législatif cantonal de 1989 à 1999,4,divorcé(e),,,2015-05-17T21:18:19.387,3,Vaudroz René,,,,,,,,,2540,518
455,true,,SVP Fraktionspräsident: von 1997 bis 1999,,Frauenfeld,20,TG,Thurgovie,Löhningen (SH),1,CN,Conseil national,2015-10-18T00:00:00,2015-11-30T00:00:00,,2015-11-30T00:00:00,1951-02-05T00:00:00,,,Hansjörg,m,519,,FR,Walter,Legislative der Gemeinde (Vizegemeindeamman) Ressort Finanzen: von 1995 bis 2002; Exekutive der Gemeinde: Schulpräsident der Volksschulgemeinde Wängi von 1993 bis 2000; Legislative des Kantons (Kantonsrat): von 1992 bis 1999,2,marié(e),41,--,2015-11-10T17:43:57.84,3,Walter,V,1,Membre,Groupe de l'Union démocratique du Centre,4,13,UDC,Union Démocratique du Centre,2541,519
456,false,,,,Berne,2,BE,Berne,Kandergrund (BE),1,CN,Conseil national,2011-10-23T00:00:00,2011-12-05T00:00:00,2014-12-31T00:00:00,2011-12-05T00:00:00,1952-01-16T00:00:00,,2014-12-31T00:00:00,Hansruedi,m,520,,FR,Wandfluh,Legislative der Gemeinde: Vizepräsident von 2002 bis 2009; Legislative des Kantons (Grossrat): von Mai 1998 bis Oktober 1999,2,marié(e),10,Premier-lieutenant,2015-05-17T21:18:19.387,3,Wandfluh,,,,,,13,UDC,Union Démocratique du Centre,2542,520
457,false,,,,Berne,2,BE,Berne,Wileroltigen (BE),1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2006-12-02T00:00:00,2003-12-01T00:00:00,1947-04-27T00:00:00,2006-12-02T00:00:00,2006-12-02T00:00:00,Kurt,m,521,,FR,Wasserfallen,Stadtrat Bern Januar 1985 - Mai 1990; Gemeinderat Bern Januar 1993 - Dezember 2006; Grossrat des Kantons Bern Mai 1990 - Oktober 1999,2,marié(e),,,2015-05-17T21:18:19.387,2,Wasserfallen,,,,,,15,PLR,PLR.Les Libéraux-Radicaux,2543,521
458,false,,Vizepräsidentin SP Schweiz: von 2003 bis 2006,,Davos,2,BE,Berne,"Buchholterberg (BE),Köniz (BE)",1,CN,Conseil national,2011-10-23T00:00:00,2011-12-05T00:00:00,2013-03-03T00:00:00,2011-12-05T00:00:00,1973-02-08T00:00:00,,2013-03-03T00:00:00,Ursula,f,522,,FR,Wyss,Legislative des Kantons (Grossrätin): von 1997 bis November 1999,,,,,2015-05-17T21:18:19.387,2,Wyss Ursula,,,,,,12,PSS,Parti socialiste suisse,2544,522
459,false,,Grossrätliche Spitalkommission BS 84 -88,,Häggenschwil,19,AG,Argovie,Oberriet (SG),1,CN,Conseil national,1999-12-06T00:00:00,1999-12-06T00:00:00,2003-07-11T00:00:00,1999-12-06T00:00:00,1935-10-01T00:00:00,,2003-07-11T00:00:00,Guido,m,523,,FR,Zäch,Grossrat BS von 1984 bis 1988,2,marié(e),14,Colonel,2015-05-17T21:18:19.387,7,Zäch,,,,,,14,PDC,Parti démocrate-chrétien suisse,2545,523
460,false,,,,Neuchâtel,24,NE,Neuchâtel,Vergeletto (TI),1,CN,Conseil national,2003-10-19T00:00:00,2003-12-01T00:00:00,2007-12-02T00:00:00,2003-12-01T00:00:00,1966-09-19T00:00:00,,2007-12-02T00:00:00,Valérie,f,524,,FR,Garbani,Législative cantonal: 1997 à 2000,1,célibataire,,,2015-05-17T21:18:19.387,,Garbani Valérie,,,,,,,,,2491,524
461,true,,,,Soleure,11,SO,Soleure,Poschiavo (GR),2,CE,Conseil des Etats,2015-11-15T00:00:00,2015-11-30T00:00:00,,2015-11-30T00:00:00,1954-12-14T00:00:00,,,Roberto,m,525,,FR,Zanetti,Gemeinderat: von 1977 bis April 1980; Gemeindepräsident: von Januar 1990 bis April 2000; Legislative des Kantons: von Mai 1993 bis Dezember 1999 und von Mai 2009 bis Januar 2010; Exekutive des Kantons: von Oktober 2003 bis Juli 2005,1,célibataire,,,2015-05-17T21:18:19.387,0,Zanetti Roberto,S,1,Membre,Groupe socialiste,2,12,PSS,Parti socialiste suisse,2546,525
